name	latitude	longitude
Ardrahan	53.15643	-8.80587
Ardrahan	52.35197	-9.74891
Ardrahan North	53.15940	-8.80784
Ardrahan South	53.15330	-8.81611
Ardraheen Beg	54.02510	-8.55012
Ardraheen More	54.02113	-8.55148
Ardrahin	52.39291	-8.29930
Ardraly	51.53687	-9.34354
Ardra More	51.81958	-8.16220
Ardranny Beg	53.26012	-8.29271
Ardranny More	53.25150	-8.29406
Ardrass	54.05119	-9.10050
Ardrass Lower	53.32870	-6.58651
Ardrass Upper	53.32248	-6.59170
Ardraw	52.08608	-9.72021
Ardrea	54.09939	-8.48314
Ardreagh	52.71600	-7.57469
Ardree	52.97416	-6.96405
Ardree	54.06695	-8.50614
Ardrew	52.98235	-6.99165
Ardrinane	52.14346	-10.05200
Ardristan	52.77926	-6.75701
Ardroe	52.14781	-9.98973
Ardroe	52.56394	-8.41701
Ardroe	53.72737	-9.01980
Ardros	53.31599	-8.38612
Ardross	52.40119	-6.93865
Ardrum	51.91640	-8.65536
Ardrum	54.04428	-7.82563
Ardrumkilla	53.51354	-8.97708
Ardrumman	55.00679	-7.63182
Ardrums Great	53.43663	-6.75933
Ardrums Little	53.44078	-6.76893
Ardrush	52.93792	-9.16952
Ards	55.16014	-7.87870
Ards	52.07798	-9.67748
Ards	53.64518	-7.85079
Ardsallagh	53.61445	-6.65971
Ardsallagh	53.96404	-8.35242
Ardsallagh	54.07219	-8.48454
Ardsallagh	52.48948	-7.75627
Ardsallagh	51.99203	-7.87007
Ardsallagh Beg	53.62229	-8.18246
Ardsallagh More	53.62842	-8.18007
Ards Beg	51.72539	-9.34916
Ards Beg	55.11131	-8.17995
Ards Big	55.01932	-7.68617
Ardscradaun	52.64062	-7.26322
Ardscull	53.01664	-6.91692
Ardshanavooly	52.06234	-9.50042
Ardshanbally	52.57400	-8.78932
Ardsheelhane East	51.86883	-9.88280
Ardsheelhane West	51.85925	-9.89106
Ardskea Beg	53.43518	-8.83020
Ardskeagh	52.80751	-8.62456
Ardskeagh	52.33027	-8.63408
Ardskeagh	52.20551	-8.75074
Ardskea More	53.42169	-8.85606
Ards Little	55.01852	-7.70611
Ards More	51.72390	-9.36310
Ards More	55.12344	-8.14365
Ardsmore Mountain	55.09153	-8.18840
Ardsollus	52.80021	-8.89379
Ardsoreen	53.92854	-8.40174
Ardteegalvan	52.04633	-9.39425
Ardtermon	54.33763	-8.63194
Ardtomin	52.57030	-8.95050
Ardtrasna	54.36726	-8.61733
Ardtully	51.90291	-9.48628
Ardtully Beg	53.99295	-6.17873
Ardtully More	53.99556	-6.16995
Ardue	54.10499	-7.53484
Ardultagh	53.21044	-8.26858
Ardun	54.79880	-8.22232
Arduns	55.03243	-8.21673
Ardunsaghan	54.03589	-7.73000
Ardura Beg	51.55877	-9.41654
Ardura More	51.56847	-9.42841
Arduslough	51.47203	-9.74744
Ardvagh	54.19596	-7.87842
Ardvally	54.74785	-8.39646
Ardvally	54.14611	-9.11964
Ardvarna	53.42440	-9.31447
Ardvarna	52.66538	-8.47514
Ardvarney	52.92054	-7.58885
Ardvarney	54.27192	-8.03904
Ardvarney	54.16213	-9.34373
Ardvarney	53.90289	-9.30770
Ardvarney	53.55594	-9.13106
Ardvarney	54.12335	-8.37589
Ardvarnock Glebe	54.87104	-7.64820
Ardvarny	53.93476	-7.35624
Ardvone	52.48868	-9.06692
Ard West	53.32265	-9.87832
Ardydonagan	52.39665	-9.46518
Ardyduffy	53.42980	-7.79266
Ardyhoolihane	51.65880	-9.47681
Ardykeohane	52.47483	-8.53597
Ardyoul	52.40639	-8.58607
Ardywanig	52.14827	-9.66156
Arigna	54.07634	-8.11252
Arignagh	53.65896	-8.35397
Arkeen Beg	53.44057	-9.89685
Arkeen More	53.44455	-9.91240
Arklow	52.27127	-6.79407
Arklow	52.79786	-6.15765
Arklow	52.79769	-6.15994
Arlands	55.00189	-8.43573
Arlinstown	51.77601	-8.54351
Arlonstown	53.55862	-6.62962
Arm	53.76690	-8.51147
Armyhill	52.86842	-7.96239
Arnaghan	53.86995	-7.56929
Arnasbrack	54.20928	-8.42694
Arnestown	52.37796	-6.92052
Arnestown	52.28928	-6.72577
Aroddy	54.00777	-7.86431
Arodstown	53.49441	-6.66988
Arpinstown	52.28370	-6.57603
Arraghan	53.82947	-8.42073
Arragh Beg	53.04743	-8.01108
Arragh More	53.05915	-8.03653
Arraglen	52.22508	-10.04789
Arragorteen	52.63313	-6.29403
Arranagh	52.40590	-9.07842
Arrigal	53.80589	-6.73430
Arroo	54.41219	-8.25319
Arrybreaga	52.51255	-8.30338
Arryheernabin	55.26878	-7.63979
Artane	53.38300	-6.20514
Arthurstown	53.23056	-6.57231
Arthurstown	53.90917	-6.59231
Arthurstown	52.24202	-6.95137
Arthurstown Little	53.90147	-6.56847
Artidowney	54.09213	-7.51216
Artikellys	54.88203	-7.71066
Artiteige	51.66969	-8.63596
Artnalevery	53.87824	-6.58121
Artonagh	54.05778	-7.49720
Artonagh	54.00467	-7.17396
Artoney	53.94760	-6.55434
Artramon	52.38181	-6.48393
Arundelmills	51.61350	-8.84816
Arvagh	53.92144	-7.57992
Arywee	52.57213	-8.57801
Ash Big	53.98698	-6.51967
Ashbourne	53.51116	-6.39738
Ashbrook	53.29154	-8.46610
Ashbrook	53.14640	-7.50453
Ashbrook	53.91376	-9.10588
Ashbrook	53.75770	-8.07091
Ashbury	52.96587	-7.77909
Ashfield	53.31218	-6.38010
Ashfield	53.15284	-8.19383
Ashfield	52.88961	-7.04903
Ashfield	53.45253	-6.98459
Ashfield	53.32432	-7.57904
Ashfield Demesne	53.01999	-8.84476
Ashford	53.53802	-9.29457
Ashford	53.34473	-8.23773
Ashford	52.35974	-9.05921
Ashford	53.01075	-6.11090
Ashford	53.01079	-6.10829
Ashfort	52.60333	-8.67151
Ashglen	52.54375	-7.16183
Ashgrove	54.06298	-7.43343
Ashgrove	51.62161	-8.86525
Ashgrove	52.15514	-8.66238
Ashgrove	51.87272	-8.24062
Ashgrove	53.08154	-7.03091
Ashgrove	52.46661	-9.10141
Ashgrove	52.41990	-8.07086
Ashhill	52.59683	-7.79836
Ash Hill	52.39732	-8.58599
Ash-Hill	52.23123	-9.62604
Ashleypark	52.93104	-8.18723
Ash Little	53.98233	-6.52682
Ashpark	53.57945	-6.41212
Ashpark	53.70685	-8.38426
Ashpark	53.07699	-8.05270
Ashroe	52.68315	-8.39839
Ashtown	53.37541	-6.34271
Ashtown	53.37251	-6.33164
Ashtown	52.39291	-7.28257
Ashtown	52.23103	-7.48137
Ashtown	52.97620	-6.07815
Ashwell's-Lot	52.51224	-7.89527
Ashwood Lower	52.75861	-6.19321
Ashwood Upper	52.76480	-6.19556
Ask	52.70209	-6.26128
Askabeg	52.47823	-6.40118
Aska Beg	52.66616	-6.49452
Askaheige	52.69439	-6.63664
Askakeagh	52.84626	-6.42116
Askakeel	52.73259	-6.43592
Askamore	52.67241	-6.47976
Aska More	52.67356	-6.47487
Askanagap	52.87127	-6.42638
Askanagap	52.87221	-6.41051
Askasilla	52.45927	-6.38788
Aske	53.21904	-6.12379
Askeaton	52.59545	-8.97002
Askeaton	52.60066	-8.97175
Askill	54.45211	-8.19054
Askillaun	53.75808	-9.85503
Askillaun	54.00347	-9.03663
Askinamoe	52.60963	-6.52216
Askinch Lower	52.78166	-6.26279
Askinch Upper	52.78835	-6.27130
Askinfarney	52.48245	-6.67890
Askingarran Lower	52.60351	-6.21656
Askingarran Upper	52.60378	-6.23132
Askintinny	52.76501	-6.15390
Askinvillar Lower	52.55036	-6.75550
Askinvillar Upper	52.55228	-6.77205
Askunshin	52.52583	-6.61396
Asnagh	53.72823	-7.55234
Assagart	52.35582	-6.72854
Assaly Great	52.26310	-6.45204
Assaly Little	52.25997	-6.45976
Assan	53.90655	-7.15361
Assaun	53.89088	-8.22254
Assey	53.58760	-6.68182
Assolas	52.17101	-8.84467
Astagob	53.36181	-6.39599
Astee	52.55184	-9.56000
Astee East	52.55675	-9.54804
Astee West	52.55462	-9.56843
Astrish Beg	54.37881	-6.96378
Astrish More	54.37983	-6.95271
Atateemore	52.31575	-7.08479
Athasselabbey North	52.48360	-7.99857
Athasselabbey South	52.47909	-8.00833
Athboy	53.62363	-6.91565
Athcarne	53.62063	-6.44639
Athclare	53.81668	-6.39928
Athdown	53.17682	-6.39692
Athea	52.46099	-9.28962
Athea Lower	52.46738	-9.32396
Athea Upper	52.45047	-9.31416
Athenboy	53.71026	-7.46119
Athenry	53.29607	-8.75127
Athenry	53.30433	-8.75018
Athgaine Great	53.68330	-6.84546
Athgaine Little	53.69032	-6.84497
Athgarrett	53.18895	-6.57303
Athgarvan	53.15289	-6.77770
Athgarvan	53.11065	-6.59797
Athgoe	53.28526	-6.51285
Athgoe North	53.29087	-6.52492
Athgoe South	53.28451	-6.53060
Athgreany	53.07220	-6.61505
Athlacca	52.45801	-8.65008
Athlacca North	52.46104	-8.66669
Athlacca South	52.45200	-8.66381
Athleague	53.56740	-8.26009
Athleague	53.56763	-8.25674
Athlone	53.42701	-7.94291
Athlone	53.42393	-7.94069
Athlone And Bigmeadow	53.41999	-7.94653
Athlummon	52.68962	-7.74147
Athlumney	53.64847	-6.67164
Athlunkard	52.68198	-8.60463
Athnid Beg	52.72067	-7.76615
Athnid More	52.72246	-7.77725
Athroe	53.84458	-8.29592
Athronan	53.54238	-6.64451
Athry	53.45054	-9.79465
Athy	52.99127	-6.98142
Athy	52.99183	-6.98573
Atshanboe	52.68618	-8.00000
Attanagh	52.83329	-7.35323
Attatantee	55.07833	-8.22260
Attateenoe Lower	52.52218	-7.44287
Attateenoe Upper	52.52614	-7.45157
Attavally	54.15486	-9.77650
Atteagh	53.46149	-8.06697
Attiaghygrana	53.88370	-8.22079
Attiantaggart	53.93501	-8.59730
Attiappleton	53.97378	-9.23970
Attiballa	53.79133	-8.23988
Attiblaney	53.38345	-7.58457
Attibrassil	53.28232	-8.29835
Atticahill	53.88491	-9.14022
Attichree	54.18429	-9.07273
Atticlogh	53.51114	-10.01029
Atticloghy	54.22928	-9.32212
Atticoffey East	53.26085	-8.23934
Atticoffey West	53.25845	-8.24396
Atticonaun	54.21047	-9.94928
Atticonor	53.34487	-7.43819
Atticorra	53.34429	-8.20506
Atticorra	53.34788	-8.19461
Attidavock	53.52575	-8.56800
Attidermot	53.29575	-8.32459
Attiduff	54.36551	-6.98719
Attiduff	54.09701	-7.10987
Attiduff	54.36894	-8.59890
Attifarry	53.56518	-8.37515
Attifineen	53.00053	-8.86120
Attifinlay	53.94643	-8.07845
Attiflynn	53.65848	-8.69525
Attigara	53.10413	-8.24386
Attigoddaun	53.54868	-10.12790
Attikee	53.22783	-8.29162
Attiknockan	53.54174	-8.21482
Attimachugh	54.01173	-9.02212
Attimachugh	54.00955	-9.02572
Attimanus	53.97291	-7.94033
Attimany	53.35240	-8.58493
Attimonbeg	53.32869	-8.62104
Attimonmore North	53.32415	-8.62090
Attimonmore South	53.31716	-8.62247
Attimurtagh	53.37594	-7.74961
Attinadague	54.97565	-7.99767
Attinaskollia	54.00356	-8.96139
Attinkee	53.21015	-7.92055
Attiquin	51.90164	-8.08627
Attireesh	53.81033	-9.52419
Attiregan	53.37042	-8.44367
Attirory	53.93944	-8.07735
Attirory	53.36017	-8.15328
Attirowerty	53.53410	-9.96738
Attishane	54.14443	-9.37069
Attishane	53.70602	-8.71066
Attiville	54.02177	-8.48923
Attybrick	52.53015	-8.08676
Attycristora	52.92655	-9.33255
Attyflin	52.58472	-8.71699
Attyjames	52.42698	-7.44230
Attykit	52.46629	-7.86205
Attymass	54.05132	-9.08326
Attymon	53.32300	-8.60859
Attyshonock	53.31018	-9.12180
Attyslany North	53.02241	-8.90413
Attyslany South	53.01467	-8.90725
Attyterrila	52.90122	-8.98959
Auburn	53.44248	-6.18702
Auburn	53.49912	-7.84107
Aubwee	53.31014	-9.14689
Aucloggeen	53.39892	-8.96632
Augeris	51.87044	-9.22854
Aughabrack	51.67087	-9.99048
Aughacasla North	52.24230	-9.98906
Aughacasla South	52.23548	-9.98413
Aughagarna	52.69834	-9.45811
Aughagault	54.86914	-7.72784
Aughagault Big	54.86333	-7.74319
Aughaleigue Beg	51.57722	-9.75278
Aughaleigue More	51.57553	-9.73771
Aughalin	52.46196	-8.94351
Aughall Beg	52.79464	-7.80320
Aughall Middle	52.79993	-7.80286
Aughall More	52.78877	-7.81325
Aughane	51.84979	-8.14204
Aughanna	52.24094	-10.07082
Aughans	53.19323	-7.38318
Aughathlappa	52.51925	-6.70807
Aughatubbrid	52.88073	-7.19674
Aughavanlomaun	52.23592	-7.77099
Aughavehir	52.76212	-8.31289
Aughavinna	53.01588	-9.35897
Aughboy	52.74022	-8.54251
Aughclare	52.33139	-6.92177
Aughermon	52.28532	-6.67981
Aughernagalliagh	54.27219	-10.05942
Augherskea	53.50413	-6.61757
Aughfad	52.30583	-6.64257
Aughils	52.16942	-9.87279
Aughine	53.66460	-7.79166
Aughinida	51.93179	-8.91331
Aughinish	52.88610	-8.43638
Aughinish	53.16400	-9.07945
Aughinish	53.16296	-9.07214
Aughinish East	52.62330	-9.06165
Aughinish West	52.61598	-9.07856
Aughiska Beg	53.02070	-9.30580
Aughiska More	53.01480	-9.32321
Aughkeely	54.86558	-7.81061
Aughkiletaun	52.57893	-6.99548
Aughmore	52.31777	-7.50424
Aughmore	52.45409	-6.42180
Aughmore	52.22516	-6.39231
Aughnacloy	54.23663	-7.11389
Aughnacloy	54.09233	-8.24108
Aughnacrumpane	52.57470	-7.46638
Aughnacurraveel	52.00494	-7.77682
Aughnagalley	52.48407	-6.54645
Aughnagan	52.29012	-6.62552
Aughnagomaun	52.60047	-7.82066
Aughnaheela	52.77521	-7.96198
Aughnalyra	52.00191	-8.06911
Aughnamaulmeen	52.72520	-6.44224
Aughnanure	53.41481	-9.27869
Aughness	54.08661	-9.83239
Aughnish	55.03981	-7.60844
Aughnish Isle	55.05232	-7.60003
Aughrim	54.13816	-7.58650
Aughrim	53.01348	-8.95742
Aughrim	52.29426	-8.83024
Aughrim	53.30237	-8.31652
Aughrim	52.51639	-9.35112
Aughrim	53.18570	-7.13565
Aughrim	54.14687	-7.96564
Aughrim	53.86771	-8.10985
Aughrim	52.85593	-6.32594
Aughriman	54.02807	-8.04736
Aughriman South	53.94668	-8.03898
Aughrim Beg	54.02887	-6.63165
Aughrim Lower	52.85751	-6.32828
Aughrim More	54.02772	-6.64009
Aughrim Upper	52.86844	-6.34015
Aughris	54.27059	-8.78129
Aughris	54.06878	-8.54481
Aughrus Beg	53.55788	-10.17412
Aughrus More	53.54918	-10.16430
Aughry	53.85938	-7.93310
Aught	55.12163	-7.27789
Aughtanny	52.62567	-7.32800
Aughtreagh	54.11243	-7.32367
Aughullen	52.74984	-6.31051
Aughvallydeag	52.66598	-8.08693
Aughvolyshane	52.74127	-7.94935
Augullies	54.96150	-8.26889
Aulanebane	52.35784	-9.67790
Aulaneduff	52.35468	-9.66808
Aultagh	51.77051	-9.09324
Aultaghreagh	51.77747	-9.09640
Aunamihoonagh	52.08215	-8.37658
Aungierstown And Ballybane	53.31380	-6.45259
Aurora	53.19053	-6.29089
Auskurra Big	52.16500	-6.99417
Auskurra Little	52.16301	-6.99889
Avalbane	54.18762	-6.84006
Avalreagh	54.19090	-6.82964
Avaltygort	54.78175	-7.68961
Avenue	52.05827	-9.49833
Avery Island	53.30397	-9.89427
Avoca	52.85796	-6.21302
Avoley	53.12278	-7.36500
Avondale	52.91247	-6.22495
Awnaskirtaun	52.03470	-9.22722
Ayle	52.47301	-9.65275
Ayle	52.56243	-8.22162
Ayleacotty	52.79550	-8.88542
Ayle Lower	52.90183	-8.69172
Ayle Upper	52.91206	-8.70649
Aylmerstown	52.94497	-6.80217
Aylwardstown	52.34021	-7.02831
Ayresfields	52.65994	-7.26668
